original_file	pop	indiv_count	sample_value	replicate_number	min_allele_freq	est_type	est_ne	95ci_low	95ci_high	overall_rsquared	expected_rsquared	indep_comparisons	harmon_mean_samp_size
100griz.2litter1.gp	55	100	1.0	1	0.01	ld	415.8	389.6	445.6	0.01112	0.01032	335238	100.0
100griz.2litter1.gp	56	100	1.0	1	0.01	ld	422.9	395.8	453.8	0.0111	0.01032	332802	100.0
100griz.2litter1.gp	57	100	1.0	1	0.01	ld	489.1	453.3	530.6	0.011	0.01032	328759	100.0
100griz.2litter1.gp	58	100	1.0	1	0.01	ld	352.7	333.2	374.5	0.01126	0.01032	326337	100.0
100griz.2litter1.gp	59	100	1.0	1	0.01	ld	461.0	429.1	497.7	0.01104	0.01032	331992	100.0
100griz.2litter1.gp	60	100	1.0	1	0.01	ld	611.6	557.7	676.5	0.01086	0.01032	333614	100.0
100griz.2litter1.gp	61	100	1.0	1	0.01	ld	410.0	384.7	438.6	0.01113	0.01032	341798	100.0
100griz.2litter1.gp	62	100	1.0	1	0.01	ld	452.3	421.3	487.8	0.01105	0.01032	327949	100.0
100griz.2litter1.gp	63	100	1.0	1	0.01	ld	457.0	425.4	493.3	0.01105	0.01032	327943	100.0
100griz.2litter1.gp	64	100	1.0	1	0.01	ld	511.8	472.9	557.4	0.01097	0.01032	329569	100.0
100griz.2litter1.gp	65	100	1.0	1	0.01	ld	392.0	368.3	418.7	0.01116	0.01032	328758	100.0
100griz.2litter1.gp	66	100	1.0	1	0.01	ld	563.1	516.7	618.2	0.01091	0.01032	331177	100.0
100griz.2litter1.gp	67	100	1.0	1	0.01	ld	448.1	417.7	482.8	0.01106	0.01032	331179	100.0
100griz.2litter1.gp	68	100	1.0	1	0.01	ld	481.7	446.9	522.1	0.01101	0.01032	327940	100.0
100griz.2litter1.gp	69	100	1.0	1	0.01	ld	415.4	388.5	445.9	0.01112	0.01032	318339	100.0
100griz.2litter1.gp	70	100	1.0	1	0.01	ld	438.3	409.4	471.3	0.01108	0.01032	336052	100.0
100griz.2litter1.gp	71	100	1.0	1	0.01	ld	464.1	431.5	501.8	0.01103	0.01032	325528	100.0
100griz.2litter1.gp	72	100	1.0	1	0.01	ld	367.6	346.5	391.3	0.01122	0.01032	325538	100.0
100griz.2litter1.gp	73	100	1.0	1	0.01	ld	518.7	479.0	565.3	0.01096	0.01032	331983	100.0
100griz.2litter1.gp	74	100	1.0	1	0.01	ld	468.0	435.0	506.0	0.01103	0.01032	329561	100.0
100griz.2litter1.gp	75	100	1.0	1	0.01	ld	375.5	353.6	400.2	0.0112	0.01032	327142	100.0
100griz.2litter1.gp	76	100	1.0	1	0.01	ld	345.6	326.8	366.6	0.01128	0.01032	326342	100.0
100griz.2litter1.gp	77	100	1.0	1	0.01	ld	453.8	422.4	489.9	0.01105	0.01032	323128	100.0
100griz.2litter1.gp	78	100	1.0	1	0.01	ld	515.9	476.3	562.2	0.01096	0.01032	328753	100.0
100griz.2litter1.gp	79	100	1.0	1	0.01	ld	394.0	370.1	421.1	0.01116	0.01032	328759	100.0
100griz.2litter1.gp	80	100	1.0	1	0.01	ld	399.6	374.6	427.9	0.01115	0.01032	317553	100.0
100griz.2litter1.gp	81	100	1.0	1	0.01	ld	428.3	400.2	460.2	0.01109	0.01032	327143	100.0
100griz.2litter1.gp	82	100	1.0	1	0.01	ld	388.6	365.2	415.1	0.01117	0.01032	326332	100.0
100griz.2litter1.gp	83	100	1.0	1	0.01	ld	433.0	404.1	466.1	0.01109	0.01032	319135	100.0
100griz.2litter1.gp	84	100	1.0	1	0.01	ld	469.2	435.7	507.8	0.01103	0.01032	322324	100.0
100griz.2litter1.gp	85	100	1.0	1	0.01	ld	451.3	420.2	487.1	0.01105	0.01032	321535	100.0
100griz.2litter1.gp	86	100	1.0	1	0.01	ld	539.5	495.9	591.1	0.01093	0.01032	318348	100.0
100griz.2litter1.gp	87	100	1.0	1	0.01	ld	522.8	481.6	571.3	0.01095	0.01032	317554	100.0
100griz.2litter1.gp	88	100	1.0	1	0.01	ld	452.4	420.9	488.6	0.01105	0.01032	318345	100.0
100griz.2litter1.gp	89	100	1.0	1	0.01	ld	390.0	365.9	417.2	0.01117	0.01032	312812	100.0
100griz.2litter1.gp	90	100	1.0	1	0.01	ld	483.1	447.5	524.6	0.01101	0.01032	315961	100.0
100griz.2litter1.gp	91	100	1.0	1	0.01	ld	439.0	409.4	472.9	0.01107	0.01032	320728	100.0
100griz.2litter1.gp	92	100	1.0	1	0.01	ld	437.5	408.1	471.2	0.01108	0.01032	320730	100.0
100griz.2litter1.gp	93	100	1.0	1	0.01	ld	458.8	426.7	495.8	0.01104	0.01032	321527	100.0
100griz.2litter1.gp	94	100	1.0	1	0.01	ld	424.2	396.7	455.6	0.0111	0.01032	326332	100.0
100griz.2litter1.gp	95	100	1.0	1	0.01	ld	397.8	373.1	425.8	0.01115	0.01032	319940	100.0
100griz.2litter1.gp	96	100	1.0	1	0.01	ld	546.5	501.9	599.3	0.01093	0.01032	319929	100.0
100griz.2litter1.gp	97	100	1.0	1	0.01	ld	469.0	435.5	507.7	0.01103	0.01032	321530	100.0
100griz.2litter1.gp	98	100	1.0	1	0.01	ld	536.1	493.2	586.7	0.01094	0.01032	322327	100.0
100griz.2litter1.gp	99	100	1.0	1	0.01	ld	351.3	331.7	373.3	0.01126	0.01032	317550	100.0
100griz.2litter1.gp	100	100	1.0	1	0.01	ld	585.2	534.9	645.5	0.01089	0.01032	323927	100.0
